tbl,year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2017,1,30781,"Baton Rouge, LA",10781,BTR,38,899700,0,268.05,15.4197,9,428400,0,260.7,35.8221,29,471300,0,274.74,2.1806,2017110781BTR
Table 7,2018,3,32467,"Miami, FL (Metropolitan Area)",13303,MIA,136,27166900,0.0675,207.03,-0.0051,30,4735900,0,172.48,-0.0661,106,22431000,0.0818,214.32,0.0061,2018313303MIA
Table 7,1999,3,33214,"San Antonio, TX",14683,SAT,103,12439100,0.6872,157.89,-0.1121,27,4593600,0.7759,101.69,-0.3085,76,7845500,0.6352,190.8,-0.0257,1999314683SAT
Table 7,2002,2,30599,"Birmingham, AL",10599,BHM,75,5343600,0.7246,164.37,-0.0812,43,3645100,0.7762,144.11,-0.1573,32,1698500,0.614,207.84,0.0617,2002210599BHM
Table 7,1996,1,30255,"Huntsville, AL",12217,HSV,37,948600,0,242.58,0.3353,16,598400,0,207.9,0.2492,21,350200,0,301.85,0.4532,1996112217HSV
Table 7,2019,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,22,236100,0,265,-0.0511,12,118700,0,225.66,-0.1567,10,117400,0,304.77,0.047,2019313795OAJ
Table 7,2011,2,32124,"Hilton Head, SC",12124,HHH,12,123100,0,275.48,0.4567,9,88700,0,275.32,0.5216,3,34400,0,275.9,0.3125,2011212124HHH
Table 7,2015,1,31453,"Houston, TX",12266,IAH,155,25857400,0.4177,267.39,0.229,39,5166800,0.2934,221.49,0.197,116,20690600,0.4488,278.85,0.2355,2015112266IAH
Table 7,2003,2,31066,"Columbus, OH",11066,CMH,89,11516000,0.5213,161.02,-0.0182,47,5542600,0.3666,162.07,0.1787,42,5973400,0.6649,160.06,-0.1514,2003211066CMH
Table 7,1996,2,31703,"New York City, NY (Metropolitan Area)",11618,EWR,177,41861900,0,192.67,0.1726,67,10267900,0,175.53,0.8069,110,31594000,0,198.24,0.065,1996211618EWR
Table 7,1996,2,31641,"Fayetteville, NC",11641,FAY,19,257500,0,161.03,-0.152,15,212700,0,152.52,-0.1603,4,44800,0,201.44,-0.1207,1996211641FAY
Table 7,2008,2,31973,"Gulfport/Biloxi, MS",11973,GPT,49,1535700,0.7712,187.46,-0.0994,17,912400,0.8125,154.55,-0.2182,32,623300,0.7107,235.65,0.0544,2008211973GPT
Table 7,2006,1,30208,"Augusta, GA",10208,AGS,11,98100,0,258.08,0.0342,11,98100,0,258.08,0.0342,,,,,,2006110208AGS
Table 7,2005,2,31146,"Charleston/Dunbar, WV",11146,CRW,38,904500,0,191.35,0.0474,20,587600,0,175.29,0.0873,18,316900,0,221.14,-0.0061,2005211146CRW
Table 7,2012,2,32441,"Jackson, WY",12441,JAC,28,431700,0.4126,346.99,0.2301,4,73900,0.8403,336.19,0.2777,24,357800,0.3242,349.23,0.2211,2012212441JAC
Table 7,1997,4,31775,"Sioux Falls, SD",11775,FSD,43,1136400,0,168.9,-0.188,9,339200,0,174.41,-0.1372,34,797200,0,166.56,-0.2087,1997411775FSD
Table 7,2003,3,31003,"Cedar Rapids/Iowa City, IA",11003,CID,41,1170900,0,184.47,-0.0471,8,333900,0,189.69,-0.0325,33,837000,0,182.39,-0.053,2003311003CID
Table 7,2002,4,34489,"Bend/Redmond, OR",14489,RDM,13,301000,0,143.24,-0.1672,6,196300,0,124.55,-0.2558,7,104700,0,178.29,-0.0132,2002414489RDM
Table 7,2019,4,34303,"Pullman, WA",14303,PUW,8,187500,0,186.16,-0.2513,4,159800,0,174.99,-0.2692,4,27700,0,250.63,-0.1696,2019414303PUW
Table 7,2005,3,30852,"Washington, DC (Metropolitan Area)",12264,IAD,190,29050800,0.196,165.09,0.0318,87,12757100,0.1246,119.04,-0.0217,103,16293700,0.2519,201.14,0.0586,2005312264IAD
Table 7,2010,3,34574,"Roanoke, VA",14574,ROA,36,676900,0,227.89,0.0477,16,322600,0,197.74,0.0714,20,354300,0,255.35,0.0315,2010314574ROA
Table 7,2012,3,32124,"Hilton Head, SC",12124,HHH,12,94400,0,242.12,0.1263,9,66400,0,247.2,0.176,3,28000,0,230.08,0.0168,2012312124HHH
Table 7,1998,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,175,23594600,0.6115,158.51,-0.1715,83,10602700,0.4411,132.99,-0.0316,92,12991900,0.7506,179.35,-0.2381,1998110821BWI
Table 7,2004,2,31638,"Fresno, CA",11638,FAT,43,1310500,0,197.49,-0.0644,9,531000,0,141.98,-0.1956,34,779500,0,235.31,0.0029,2004211638FAT
Table 7,2018,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,86,1457200,0.2948,212.3,0.0127,42,654200,0,218.33,0.0958,44,803000,0.535,207.38,-0.0492,2018110874CAK
Table 7,2010,2,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,18,293100,0,201.42,-0.084,4,119400,0,140.03,-0.1704,14,173700,0,243.62,-0.0447,2010214698SBP
Table 7,2016,4,31823,"Fort Wayne, IN",11823,FWA,42,1052900,0.3315,216.91,-0.0941,17,326800,0,247.26,0.1022,25,726100,0.4806,203.24,-0.1746,2016411823FWA
Table 7,1998,2,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,159,17827300,0.7321,170.19,-0.0629,24,10523200,0.9893,85.02,-0.3353,135,7304100,0.3616,292.91,0.1311,1998214831SJC
Table 7,2004,3,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,178,13955300,0.7906,143.77,-0.0583,22,5811600,0.9852,97.96,-0.155,156,8143700,0.6517,176.47,-0.0136,2004313891ONT
Table 7,2017,1,34689,"Santa Barbara, CA",14689,SBA,27,815700,0,292.29,28.6094,6,262900,0,244.68,59.8532,21,552800,0,314.94,19.9473,2017114689SBA
Table 7,2009,4,31123,"St. Louis, MO",15016,STL,107,20160300,0.8217,167.69,-0.0172,53,9629500,0.7255,148.62,-0.0511,54,10530800,0.9097,185.12,0.0093,2009415016STL
Table 7,2007,2,31637,"Fargo, ND",11637,FAR,32,698700,0,256.82,0.1906,4,196900,0,240.87,0.4362,28,501800,0,263.08,0.1217,2007211637FAR
Table 7,2018,3,31337,"Duluth, MN",11337,DLH,14,205200,0,242.13,0.0014,2,93000,0,178.06,-0.168,12,112200,0,295.24,0.1147,2018311337DLH
Table 7,2007,3,30852,"Washington, DC (Metropolitan Area)",12264,IAD,180,21609400,0.7031,223.43,0.1997,80,6820200,0.6048,168.93,0.2599,100,14789200,0.7485,248.56,0.1819,2007312264IAD
Table 7,1996,3,33076,"La Crosse, WI",13076,LSE,11,82000,0,196.57,-0.0176,1,23000,0,199.74,0.0235,10,59000,0,195.33,-0.0331,1996313076LSE
Table 7,2016,4,30977,"Chicago, IL",13930,ORD,171,72753900,0.4689,195.47,0.0608,81,23312100,0.0313,187.88,0.132,90,49441800,0.6753,199.05,0.0318,2016413930ORD
Table 7,2009,4,30559,"Seattle, WA",14747,SEA,142,38931400,0.8131,176.16,-0.1041,30,9851600,0.8273,122.99,-0.2078,112,29079800,0.8083,194.18,-0.0782,2009414747SEA
Table 7,1998,2,30615,"El Paso, TX",11540,ELP,65,6131300,0.8113,139.24,-0.1911,24,4019400,0.8907,108.05,-0.2962,41,2111900,0.6603,198.6,-0.0431,1998211540ELP
Table 7,1997,4,30852,"Washington, DC (Metropolitan Area)",15715,WAS,66,103000,0,170.94,0.233,26,81100,0,148.86,0.3458,40,21900,0,252.71,0.0423,1997415715WAS
Table 7,1999,4,32467,"Miami, FL (Metropolitan Area)",11697,FLL,144,28438400,0.6426,145.5,-0.2104,32,5103800,0.8901,113.47,-0.1617,112,23334600,0.5884,152.5,-0.2178,1999411697FLL
Table 7,2017,4,34576,"Rochester, NY",14576,ROC,64,4424400,0.7285,222.87,0.0649,28,2224000,0.6164,195.61,0.2321,36,2200400,0.8418,250.42,-0.0381,2017414576ROC
Table 7,2007,4,32951,"Lafayette, LA",12951,LFT,26,378300,0,240.15,0.0944,4,134400,0,193.62,0.0564,22,243900,0,265.79,0.1104,2007412951LFT
Table 7,1997,2,34685,"Savannah, GA",14685,SAV,52,2316600,0,173.57,-0.0152,22,1096300,0,153.69,-0.1015,30,1220300,0,191.44,0.0581,1997214685SAV
Table 7,2015,4,30977,"Chicago, IL",13232,MDW,153,27916200,0.9879,180.13,-0.0361,70,10748400,0.9828,163.71,-0.0257,83,17167800,0.991,190.41,-0.0416,2015413232MDW
Table 7,2002,2,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,92,7134900,0.5434,163.82,-0.0771,46,3902500,0.5165,142.18,-0.09,46,3232400,0.5759,189.94,-0.0652,2002213931ORF
Table 7,2014,4,30721,"Boston, MA (Metropolitan Area)",13296,MHT,143,4514200,0.8072,218.92,-0.0088,40,1570000,0.6792,182.59,0.0078,103,2944200,0.8754,238.29,-0.0154,2014413296MHT
Table 7,1998,1,32323,"Wilmington, NC",12323,ILM,23,374200,0,200.38,-0.0794,19,328500,0,187.86,-0.1255,4,45700,0,290.37,0.2196,1998112323ILM
Table 7,2014,2,30198,"Pittsburgh, PA",14122,PIT,105,15113500,0.713,239.65,0.0537,49,6652700,0.5598,224.42,0.1294,56,8460800,0.8335,251.62,0.0065,2014214122PIT
Table 7,2005,3,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,404200,0,213.09,0.0171,4,126600,0,232.12,0.3071,14,277600,0,204.4,-0.0877,2005310434AVP
Table 7,2006,3,30852,"Washington, DC (Metropolitan Area)",12264,IAD,178,20680900,0.5045,219.78,0.1936,79,7095300,0.5171,164.17,0.2424,99,13585600,0.4979,248.83,0.1777,2006312264IAD
Table 7,2011,4,35096,"Syracuse, NY",15096,SYR,62,3454200,0.5984,229.72,0.0634,28,1317600,0.3479,203.43,0.1296,34,2136600,0.7529,245.93,0.0326,2011415096SYR
Table 7,2012,2,30977,"Chicago, IL",13232,MDW,163,28835500,0.9907,180.7,-0.0659,74,11385800,0.9896,162.79,-0.0269,89,17449700,0.9914,192.39,-0.0861,2012213232MDW
Table 7,2010,2,31703,"New York City, NY (Metropolitan Area)",12197,HPN,164,4688400,0.7271,181.65,0.0148,50,542500,0,211.92,0.4333,114,4145900,0.8222,177.69,-0.0294,2010212197HPN
Table 7,2003,4,33264,"Medford, OR",13264,MFR,22,555400,0,180.2,-0.0898,9,409100,0,161.4,-0.1252,13,146300,0,232.77,-0.0123,2003413264MFR
Table 7,2016,2,33244,"Memphis, TN",13244,MEM,79,7814400,0.696,236.54,0.0438,37,3842700,0.5116,227.74,0.0001,42,3971700,0.8745,245.05,0.0866,2016213244MEM
Table 7,2001,1,30792,"Buffalo, NY",10792,BUF,69,7466000,0.6953,139.19,-0.2352,32,3636000,0.5147,136.88,-0.0712,37,3830000,0.8667,141.39,-0.342,2001110792BUF
Table 7,1997,3,31423,"Des Moines, IA",11423,DSM,53,2441800,0.0634,212.79,0.2666,14,1023600,0,216.15,0.5907,39,1418200,0.1092,210.36,0.1004,1997311423DSM
Table 7,1996,2,30423,"Austin, TX",16440,AUS,86,11124000,0.7019,140.16,-0.0754,23,4673000,0.8408,85.26,-0.24,63,6451000,0.6013,179.92,-0.0011,1996216440AUS
Table 7,1998,4,34457,"Rapid City, SD",14457,RAP,23,403400,0,184.76,-0.0149,3,127000,0,176.85,0.1872,20,276400,0,188.4,-0.0822,1998414457RAP
Table 7,2002,4,32323,"Wilmington, NC",12323,ILM,25,460100,0,171.97,-0.1185,20,395900,0,163.98,-0.1687,5,64200,0,221.22,0.2176,2002412323ILM
Table 7,2021,3,34492,"Raleigh/Durham, NC",14492,RDU,104,18441000,0.764,190.59,-0.0224,55,10742100,0.7752,166.06,0.0114,49,7698900,0.7484,224.82,-0.055,2021314492RDU
Table 7,2016,3,33502,"Montrose/Delta, CO",13502,MTJ,12,156000,0,342.34,0.3361,5,62300,0,307.8,0.204,7,93700,0,365.3,0.4237,2016313502MTJ
Table 7,2014,4,34922,"Salinas/Monterey, CA",13476,MRY,16,462400,0,221.69,0.0415,7,352800,0,162.74,-0.0355,9,109600,0,411.44,0.1594,2014413476MRY
Table 7,2000,1,31603,"Eugene, OR",11603,EUG,26,719700,0,168.94,-0.1887,7,378400,0,134.41,-0.2953,19,341300,0,207.23,-0.0897,2000111603EUG
Table 7,2001,2,33377,"Monroe, LA",13377,MLU,9,109600,0,228.04,0.6016,6,85900,0,228.67,0.8384,3,23700,0,225.76,0.0874,2001213377MLU
Table 7,2001,1,33502,"Montrose/Delta, CO",13502,MTJ,16,213600,0,218.83,-0.0446,3,66600,0,183.07,-0.1706,13,147000,0,235.03,0.0094,2001113502MTJ
Table 7,2003,3,33495,"New Orleans, LA",13495,MSY,103,16006500,0.7604,143.2,-0.1384,40,7159700,0.8164,118.16,-0.2043,63,8846800,0.7152,163.47,-0.0946,2003313495MSY
Table 7,2012,2,31921,"Grand Junction, CO",11921,GJT,27,478400,0,227.29,-0.1017,9,256600,0,170.6,-0.2731,18,221800,0,292.88,0.068,2012211921GJT
Table 7,2018,4,32945,"Lexington, KY",12945,LEX,53,2131100,0.224,242.28,0.0474,25,1257600,0.2084,217.22,0.0255,28,873500,0.2464,278.36,0.0732,2018412945LEX
Table 7,2007,2,32441,"Jackson, WY",12441,JAC,31,453400,0,289.82,0.1764,4,67200,0,262.13,0.1917,27,386200,0,294.63,0.174,2007212441JAC
Table 7,2008,4,34711,"Philipsburg/State College, PA",14711,SCE,20,252900,0,244.08,0.0113,6,75600,0,240.96,0.2026,14,177300,0,245.42,-0.0519,2008414711SCE
Table 7,2005,1,34986,"Sarasota/Bradenton, FL",14986,SRQ,56,3026700,0.5055,156.25,-0.0776,3,308400,0.8473,144.99,-0.0244,53,2718300,0.4667,157.52,-0.0828,2005114986SRQ
Table 7,2015,3,33127,"Lewiston, ID",13127,LWS,7,81500,0,162.58,-0.2655,2,58600,0,142.52,-0.2723,5,22900,0,213.9,-0.2535,2015313127LWS
Table 7,1999,4,31871,"Greenville/Spartanburg, SC",11996,GSP,55,2336300,0,236.51,0.2944,32,1624000,0,212.52,0.2417,23,712300,0,291.23,0.3927,1999411996GSP
Table 7,1997,3,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,30,766100,0,155.44,-0.1292,5,374800,0,103.56,-0.2967,25,391300,0,205.13,-0.0159,1997313256MFE
Table 7,2014,4,34576,"Rochester, NY",14576,ROC,58,4219200,0.7687,220.04,0.0332,26,2084000,0.6396,192.43,0.23,32,2135200,0.8947,246.99,-0.0789,2014414576ROC
Table 7,2018,1,31638,"Fresno, CA",11638,FAT,45,1815100,0.0844,244.55,-0.0508,11,981500,0.156,174.37,-0.1754,34,833600,0,327.17,0.0486,2018111638FAT
Table 7,1997,3,30868,"Columbia, SC",10868,CAE,52,1726000,0.0477,213.56,0.1252,31,1202100,0.0685,190.09,0.0502,21,523900,0,267.39,0.2738,1997310868CAE
Table 7,2019,3,31624,"Key West, FL",11624,EYW,40,966100,0.0644,278.39,0.2115,6,198300,0,248.91,0.1402,34,767800,0.081,286.01,0.2288,2019311624EYW
Table 7,2013,1,35096,"Syracuse, NY",15096,SYR,52,3204800,0.6085,233.11,0.0244,18,898600,0.1956,212.69,0.1582,34,2306200,0.7693,241.07,-0.0147,2013115096SYR
Table 7,2009,4,34685,"Savannah, GA",14685,SAV,58,2376200,0,221.44,0.1675,21,831500,0,201.06,0.0558,37,1544700,0,232.41,0.228,2009414685SAV
Table 7,2008,3,32467,"Miami, FL (Metropolitan Area)",11697,FLL,127,32669000,0.9498,157.65,-0.2021,28,5468500,0.8929,134.19,-0.18,99,27200500,0.9612,162.37,-0.2057,2008311697FLL
Table 7,2021,1,34570,"Reno, NV",14570,RNO,55,3164200,0.8205,171.27,-0.0626,16,1715600,0.8135,135.47,-0.0928,39,1448600,0.8288,213.68,-0.0386,2021114570RNO
Table 7,2013,3,31637,"Fargo, ND",11637,FAR,38,1015500,0.6012,252.77,0.016,4,272300,0.6093,239.45,0.2251,34,743200,0.5982,257.65,-0.0399,2013311637FAR
Table 7,2004,1,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,16,364100,0,197.94,-0.0425,6,208500,0,163.91,-0.091,10,155600,0,243.55,0.0059,2004114252PSC
Table 7,2009,1,31295,"Detroit, MI",11433,DTW,118,27388900,0.724,167.54,-0.0122,63,10742500,0.5112,170.71,0.1866,55,16646400,0.8614,165.5,-0.1114,2009111433DTW
Table 7,2012,4,32884,"Lansing, MI",12884,LAN,19,466600,0.8273,168.28,-0.2186,9,369400,0.8855,154.44,-0.2355,10,97200,0.606,220.89,-0.17,2012412884LAN
Table 7,2019,2,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,166,27723900,0.9221,187.44,-0.1184,27,17065300,0.9812,138.06,-0.1965,139,10658600,0.8274,266.51,-0.0411,2019214831SJC
Table 7,1998,2,30990,"Charlottesville, VA",10990,CHO,17,215800,0,208.15,-0.0033,12,168900,0,189.36,-0.0311,5,46900,0,275.84,0.0727,1998210990CHO
Table 7,1999,3,31703,"New York City, NY (Metropolitan Area)",12478,JFK,172,19591500,0.0167,248.63,0.0321,58,1906700,0,138.83,0.3442,114,17684800,0.0185,260.47,0.0185,1999312478JFK
Table 7,1999,3,34689,"Santa Barbara, CA",14689,SBA,26,937800,0,204.55,0.1247,7,379100,0,124.58,0.2306,19,558700,0,258.82,0.0939,1999314689SBA
Table 7,2008,1,31067,"Champaign/Urbana, IL",11067,CMI,9,88600,0,223.51,0.0674,4,54700,0,219.66,-0.0135,5,33900,0,229.72,0.222,2008111067CMI
Table 7,2019,4,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,191,13382800,0.9573,179.51,-0.0469,29,8154900,0.9926,143.01,-0.0485,162,5227900,0.9023,236.45,-0.0454,2019410800BUR
Table 7,2001,3,30868,"Columbia, SC",10868,CAE,50,1430000,0,234.49,0.2491,28,891700,0,213.18,0.1986,22,538300,0,269.81,0.3219,2001310868CAE
Table 7,2004,3,35412,"Knoxville, TN",15412,TYS,59,2138400,0,202.46,0.0809,32,1242200,0,179.79,-0.0077,27,896200,0,233.9,0.1944,2004315412TYS
Table 7,2012,2,32896,"Lubbock, TX",12896,LBB,33,1566300,0.8169,195.88,0.0292,10,1159500,0.8262,161.18,-0.0153,23,406800,0.7903,294.76,0.1071,2012212896LBB
Table 7,2015,2,30325,"Denver, CO",11292,DEN,163,60656200,0.9565,201.23,-0.0585,39,14770400,0.9471,161.42,-0.17,124,45885800,0.9595,214.04,-0.0267,2015211292DEN
Table 7,2018,1,31624,"Key West, FL",11624,EYW,40,1307600,0.1074,316.25,0.3927,4,169000,0.0006,263.36,0.3096,36,1138600,0.1233,324.1,0.4035,2018111624EYW
Table 7,2016,1,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,83,4675500,0.7565,256.25,0.0235,42,2353100,0.7421,227.02,-0.0246,41,2322400,0.7711,285.87,0.0659,2016113931ORF
Table 7,2010,3,31136,"Jacksonville, FL",12451,JAX,89,11383900,0.794,173.41,-0.0669,26,4747700,0.8609,151.93,-0.0865,63,6636200,0.7462,188.78,-0.0552,2010312451JAX
Table 7,2015,4,31612,"Evansville, IN",11612,EVV,29,375700,0,289.7,0.2271,12,233600,0,279.34,0.3877,17,142100,0,306.72,0.0459,2015411612EVV
Table 7,2013,2,34711,"Philipsburg/State College, PA",14711,SCE,13,145300,0,327.47,0.1203,6,67900,0,300.65,0.3045,7,77400,0,351,0.0128,2013214711SCE
Table 7,2012,3,34492,"Raleigh/Durham, NC",14492,RDU,97,17313200,0.7906,194.87,-0.033,54,11869800,0.7628,163.74,-0.0722,43,5443400,0.8513,262.77,0.0258,2012314492RDU
Table 7,2006,2,35249,"Tallahassee, FL",15249,TLH,39,998900,0,239.71,0.0739,9,356100,0,228.4,0.0163,30,642800,0,245.98,0.1062,2006215249TLH
Table 7,2014,4,32206,"Harlingen/San Benito, TX",12206,HRL,25,889300,0.9515,193.12,-0.0631,7,568300,0.952,171.9,-0.0003,18,321000,0.9508,230.68,-0.1348,2014412206HRL
Table 7,2001,2,31146,"Charleston/Dunbar, WV",11146,CRW,32,546000,0,234.18,0.169,18,323100,0,237.8,0.3613,14,222900,0,228.93,-0.0361,2001211146CRW
Table 7,2013,4,31057,"Charlotte, NC",11057,CLT,120,22974500,0.3578,226.79,0.0832,78,15997400,0.305,204.68,0.0807,42,6977100,0.4788,277.46,0.0874,2013411057CLT
Table 7,2002,1,31921,"Grand Junction, CO",11921,GJT,9,91700,0,169.22,-0.1853,6,71200,0,164.97,-0.2215,3,20500,0,183.99,-0.0469,2002111921GJT
Table 7,1999,2,30279,"Amarillo, TX",10279,AMA,32,1551400,0.8405,112.33,-0.2745,9,1154500,0.8631,92.94,-0.3261,23,396900,0.7748,168.72,-0.1733,1999210279AMA
Table 7,2002,1,30140,"Albuquerque, NM",10140,ABQ,77,8130900,0.8228,144.78,-0.141,23,4089500,0.9426,117.68,-0.1918,54,4041400,0.7016,172.2,-0.102,2002110140ABQ
Table 7,2012,4,31123,"St. Louis, MO",15016,STL,108,20791900,0.8762,197.36,-0.0268,52,9465700,0.7895,180.82,-0.0329,56,11326200,0.9488,211.18,-0.0224,2012415016STL
Table 7,2003,4,31146,"Charleston/Dunbar, WV",11146,CRW,30,486300,0,214.72,0.0906,18,298200,0,213.31,0.1652,12,188100,0,216.95,-0.0084,2003411146CRW
Table 7,1997,3,33277,"Montgomery, AL",13277,MGM,27,475900,0,192.69,0.0244,14,352900,0,171.08,-0.0976,13,123000,0,254.68,0.3859,1997313277MGM
Table 7,2021,2,30599,"Birmingham, AL",10599,BHM,66,3762600,0.6465,218.02,0.0783,36,2361800,0.5464,195.92,0.044,30,1400800,0.8152,255.26,0.1261,2021210599BHM
Table 7,2005,3,30154,"Nantucket, MA",10154,ACK,7,163600,0,302.94,0.9752,7,163600,0,302.94,0.9752,,,,,,2005310154ACK
Table 7,2014,2,33244,"Memphis, TN",13244,MEM,75,6580200,0.6686,266.42,0.1198,32,3155400,0.5346,257.07,0.1141,43,3424800,0.7921,275.03,0.1248,2014213244MEM
Table 7,2009,2,30257,"Albany, NY",10257,ALB,71,5441400,0.7996,177.34,0.0047,28,1831300,0.6221,156.31,0.0558,43,3610100,0.8896,188.01,-0.0154,2009210257ALB
Table 7,2017,2,30852,"Washington, DC (Metropolitan Area)",11278,DCA,173,45983000,0.6492,219.69,0.1128,75,22507600,0.5311,191.29,0.1254,98,23475400,0.7624,246.91,0.1037,2017211278DCA
Table 7,2017,3,31252,"Daytona Beach, FL",11252,DAB,37,931800,0.2303,190.71,-0.1813,7,207200,0,200.86,-0.0796,30,724600,0.2962,187.81,-0.2081,2017311252DAB
Table 7,2010,4,30990,"Charlottesville, VA",10990,CHO,28,381700,0,236.41,0.0608,14,197400,0,211.22,0.0766,14,184300,0,263.38,0.0475,2010410990CHO
Table 7,2006,3,30423,"Austin, TX",16440,AUS,102,15147100,0.7726,194.57,0.0896,24,3907800,0.855,128.25,-0.0712,78,11239300,0.744,217.63,0.1297,2006316440AUS
Table 7,2005,1,30140,"Albuquerque, NM",10140,ABQ,82,8439000,0.84,157.94,-0.0535,23,4102900,0.9459,129.19,-0.101,59,4336100,0.7398,185.14,-0.0193,2005110140ABQ
Table 7,2003,2,30279,"Amarillo, TX",10279,AMA,30,1246600,0.8797,124.76,-0.1796,9,900600,0.9152,104.99,-0.2497,21,346000,0.7873,176.22,-0.0407,2003210279AMA
Table 7,2008,4,31703,"New York City, NY (Metropolitan Area)",12391,ISP,126,4479900,0.9688,166.29,-0.0414,49,730500,0.8831,141.52,0.2043,77,3749400,0.9855,171.12,-0.0719,2008412391ISP
Table 7,2004,1,34321,"Portland, ME",14321,PWM,42,1392100,0,213.52,0.0969,13,345200,0,236.55,0.7543,29,1046900,0,205.93,-0.0394,2004114321PWM
Table 7,2015,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,88,2995600,0.803,187.78,-0.0974,44,1271700,0.6693,170.36,-0.1317,44,1723900,0.9016,200.63,-0.0745,2015110874CAK
Table 7,2016,4,33495,"New Orleans, LA",13495,MSY,106,21482600,0.9179,204.96,-0.0244,42,8196500,0.8941,181.84,-0.0639,64,13286100,0.9325,219.23,-0.0028,2016413495MSY
Table 7,2000,3,31003,"Cedar Rapids/Iowa City, IA",11003,CID,44,1253500,0,255.21,0.2125,10,434000,0,257.17,0.2144,34,819500,0,254.17,0.2115,2000311003CID
Table 7,2003,3,31637,"Fargo, ND",11637,FAR,28,434000,0,230.49,0.0262,4,90700,0,183.42,-0.0251,24,343300,0,242.93,0.037,2003311637FAR
Table 7,2009,1,30620,"Billings, MT",10620,BIL,30,804800,0.4057,190.32,-0.0422,5,297700,0.5368,198.18,0.0178,25,507100,0.3287,185.71,-0.0763,2009110620BIL
Table 7,2019,4,34057,"Portland, OR",14057,PDX,118,32337300,0.7281,209.13,-0.0763,19,8728000,0.4058,159.2,-0.0423,99,23609300,0.8472,227.59,-0.0847,2019414057PDX
Table 7,2007,2,31648,"Kalispell, MT",11648,FCA,25,331800,0,273.59,0.3012,2,58200,0,243,0.828,23,273600,0,280.1,0.2355,2007211648FCA
Table 7,2006,4,32600,"Little Rock, AR",12992,LIT,68,4544900,0.7281,174.33,-0.0547,25,2319200,0.6403,142.96,-0.091,43,2225700,0.8196,207.01,-0.0267,2006412992LIT
Table 7,2005,2,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,103,2988400,0.838,148.93,-0.0552,56,1588600,0.7635,136.95,-0.0712,47,1399800,0.9225,162.53,-0.0394,2005210874CAK
Table 7,2013,2,30721,"Boston, MA (Metropolitan Area)",10721,BOS,147,54475600,0.8869,222.78,-0.0099,41,17309300,0.8353,179.09,0.091,106,37166300,0.911,243.12,-0.0404,2013210721BOS
Table 7,2003,3,31977,"Green Bay, WI",11977,GRB,41,1056500,0,193.86,0.0455,12,305200,0,190.86,0.178,29,751300,0,195.08,0.0008,2003311977GRB
Table 7,2017,2,31884,"Spokane, WA",11884,GEG,67,6106000,0.669,208.9,-0.1212,11,2479100,0.3293,152.23,-0.1853,56,3626900,0.9012,247.64,-0.0912,2017211884GEG
Table 7,2003,3,31703,"New York City, NY (Metropolitan Area)",12953,LGA,176,45780100,0.3679,172.24,0.2197,61,15802300,0.22,156.06,0.5252,115,29977800,0.446,180.77,0.1178,2003312953LGA
Table 7,2007,2,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,89,2266500,0.869,160.71,-0.0647,45,1502800,0.8782,139.67,-0.1036,44,763700,0.851,202.13,-0.006,2007214098PHF
Table 7,2006,1,31703,"New York City, NY (Metropolitan Area)",12391,ISP,130,4310300,0.9677,137.11,-0.1564,45,684200,0.891,124.26,0.0068,85,3626100,0.9822,139.53,-0.1788,2006112391ISP
Table 7,1998,3,31921,"Grand Junction, CO",11921,GJT,15,219900,0,164.05,-0.1936,7,143500,0,144.67,-0.2598,8,76400,0,200.45,-0.0824,1998311921GJT
Table 7,2000,2,31721,"Flint, MI",11721,FNT,36,1012000,0.6183,148.45,-0.2295,21,565900,0.4554,145.63,-0.246,15,446100,0.8249,152.02,-0.2083,2000211721FNT
Table 7,2002,1,30476,"Shreveport, LA",14814,SHV,31,443500,0,218.75,0.0922,8,161900,0,219.67,0.1294,23,281600,0,218.21,0.0718,2002114814SHV
Table 7,2014,4,31775,"Sioux Falls, SD",11775,FSD,48,1625900,0.5266,235.39,-0.0696,9,451900,0.4578,234.46,-0.0491,39,1174000,0.5531,235.74,-0.0772,2014411775FSD
